DN,Y
2898,43.8557568717
2899,43.8657568717
2900,43.8757568717
2901,43.8857568717
2902,43.8957568717
2903,43.9057568717
2904,43.9157568717
2905,43.9257568717
2906,43.9357568717
2907,43.9457568717
2908,43.9557568717
2909,43.6657568717
2910,43.6757568717
2911,43.6857568717
2912,43.6957568717
2913,43.7057568717
2914,43.7157568717
2915,43.7257568717
2916,43.7357568717
2917,43.7457568717
2918,43.7557568717
2919,43.7657568717
2920,43.7757568717
2921,43.7857568717
2922,43.7957568717
2923,43.8057568717
2924,43.8157568717
2925,43.8257568717
2926,43.8357568717
2927,43.8457568717
2928,43.8557568717
2929,43.8657568717
2930,43.8757568717
2931,43.8857568717
2932,43.8957568717
2933,43.9057568717
2934,43.9157568717
2935,43.9257568717
2936,43.9357568717
2937,43.9457568717
2938,43.6857568717
2939,43.6957568717
2940,43.7057568717
2941,43.7157568717
2942,43.7257568717
2943,43.7357568717
2944,43.7457568717
2945,43.7557568717
2946,43.7657568717
2947,43.7757568717
2948,43.7857568717
2949,43.7957568717
2950,43.8057568717
2951,43.8157568717
2952,43.8257568717
2953,43.8357568717
2954,43.8457568717
2955,43.8557568717
2956,43.8657568717
2957,43.8757568717
2958,43.8857568717
2959,43.8957568717
2960,43.9057568717
2961,43.9157568717
2962,43.9257568717
2963,43.9357568717
2964,43.6957568717
2965,43.7057568717
2966,43.7157568717
2967,43.7257568717
2968,43.7357568717
2969,43.7457568717
2970,43.7557568717
2971,43.7657568717
2972,43.7757568717
2973,43.7857568717
2974,43.7957568717
2975,43.8057568717
2976,43.8157568717
2977,43.8257568717
2978,43.8357568717
2979,43.8457568717
2980,43.8557568717
2981,43.8657568717
2982,43.8757568717
2983,43.8857568717
2984,43.8957568717
2985,43.9057568717
2986,43.9157568717
2987,43.9257568717
2988,43.7057568717
2989,43.7157568717
2990,43.7257568717
2991,43.7357568717
2992,43.7457568717
2993,43.7557568717
2994,43.7657568717
2995,43.7757568717
2996,43.7857568717
2997,43.7957568717
2998,43.8057568717
2999,43.8157568717
3000,43.8257568717
3001,43.8357568717
3002,43.8457568717
3003,43.8557568717
3004,43.8657568717
3005,43.8757568717
3006,43.8857568717
3007,43.8957568717
3008,43.9057568717
3009,43.7157568717
3010,43.7257568717
3011,43.7357568717
3012,43.7457568717
3013,43.7557568717
3014,43.7657568717
3015,43.7757568717
3016,43.7857568717
3017,43.7957568717
3018,43.8057568717
3019,43.8157568717
3020,43.8257568717
3021,43.8357568717
3022,43.8457568717
3023,43.8557568717
3024,43.8657568717
3025,43.8757568717
3026,43.8857568717
3027,43.8957568717
3028,43.7357568717
3029,43.7457568717
3030,43.7557568717
3031,43.7657568717
3032,43.7757568717
3033,43.7857568717
3034,43.7957568717
3035,43.8057568717
3036,43.8157568717
3037,43.8257568717
3038,43.8357568717
3039,43.8457568717
3040,43.8557568717
3041,43.8657568717
3042,43.8757568717
3043,43.8857568717
3044,43.7457568717
3045,43.7557568717
3046,43.7657568717
3047,43.7757568717
3048,43.7857568717
3049,43.7957568717
3050,43.8057568717
3051,43.8157568717
3052,43.8257568717
3053,43.8357568717
3054,43.8457568717
3055,43.8557568717
3056,43.8657568717
3057,43.8757568717
3058,43.7557568717
3059,43.7657568717
3060,43.7757568717
3061,43.7857568717
3062,43.7957568717
3063,43.8057568717
3064,43.8157568717
3065,43.8257568717
3066,43.8357568717
3067,43.8457568717
3068,43.8557568717
3069,43.8657568717
3070,43.7757568717
3071,43.7857568717
3072,43.7957568717
3073,43.8057568717
3074,43.8157568717
3075,43.8257568717
3076,43.8357568717
3077,43.8457568717
3078,43.7857568717
3079,43.7957568717
3080,43.8057568717
3081,43.8157568717
3082,43.8257568717
3083,43.8357568717
3084,43.7957568717
3085,43.8057568717
3086,43.8157568717
3087,43.8257568717
3088,43.8057568717
3089,43.8157568717
